,Code département,département,Inscrits,Votants,Blancs et nuls,Exprimés,year,election_round,election
14794,22,COTES-D'ARMOR,83147,71089,4286,66803,2002,t2,presidential
14795,22,COTES-D'ARMOR,78977,66679,4597,62082,2002,t2,presidential
14796,22,COTES-D'ARMOR,97229,80720,4067,76653,2002,t2,presidential
14797,23,CREUSE,51297,41237,2478,38759,2002,t2,presidential
14798,23,CREUSE,50505,41215,2646,38569,2002,t2,presidential
14799,24,DORDOGNE,72731,60705,4345,56360,2002,t2,presidential
14800,24,DORDOGNE,77234,64610,4486,60124,2002,t2,presidential
14801,24,DORDOGNE,71024,60972,4350,56622,2002,t2,presidential
14802,24,DORDOGNE,82859,71109,5007,66102,2002,t2,presidential
14803,25,DOUBS,65256,54049,3014,51035,2002,t2,presidential
14804,25,DOUBS,69608,58029,3250,54779,2002,t2,presidential
14805,25,DOUBS,64159,53052,3646,49406,2002,t2,presidential
14806,25,DOUBS,65381,52582,3901,48681,2002,t2,presidential
14807,25,DOUBS,70225,59671,3550,56121,2002,t2,presidential
14808,26,DROME,68021,54443,2566,51877,2002,t2,presidential
14809,26,DROME,74041,60601,3646,56955,2002,t2,presidential
14810,26,DROME,90100,75794,4702,71092,2002,t2,presidential
14811,26,DROME,77373,63163,3389,59774,2002,t2,presidential
14812,27,EURE,78253,62521,3157,59364,2002,t2,presidential
14813,27,EURE,70179,57183,2966,54217,2002,t2,presidential
14814,27,EURE,73176,60247,3348,56899,2002,t2,presidential
14815,27,EURE,77095,61598,3422,58176,2002,t2,presidential
14816,27,EURE,79538,63844,3490,60354,2002,t2,presidential
14817,28,EURE-ET-LOIR,78661,64327,3236,61091,2002,t2,presidential
14818,28,EURE-ET-LOIR,64580,51088,2574,48514,2002,t2,presidential
14819,28,EURE-ET-LOIR,69202,55171,2959,52212,2002,t2,presidential
14820,28,EURE-ET-LOIR,65530,53683,3286,50397,2002,t2,presidential
14821,29,FINISTERE,79022,67147,3222,63925,2002,t2,presidential
14822,29,FINISTERE,67775,54027,2330,51697,2002,t2,presidential
14823,29,FINISTERE,86389,71011,3174,67837,2002,t2,presidential
14824,29,FINISTERE,78416,65133,3456,61677,2002,t2,presidential
14825,29,FINISTERE,84260,70730,2897,67833,2002,t2,presidential
14826,29,FINISTERE,85492,71435,3992,67443,2002,t2,presidential
14827,29,FINISTERE,76484,62437,3232,59205,2002,t2,presidential
14828,29,FINISTERE,77594,63259,3495,59764,2002,t2,presidential
14829,30,GARD,76806,59884,3194,56690,2002,t2,presidential
14830,30,GARD,101988,83377,5311,78066,2002,t2,presidential
14831,30,GARD,102903,85516,5838,79678,2002,t2,presidential
14832,30,GARD,79600,65178,4888,60290,2002,t2,presidential
14833,30,GARD,84203,69805,5135,64670,2002,t2,presidential
14834,31,HAUTE-GARONNE,63324,49183,2082,47101,2002,t2,presidential
14835,31,HAUTE-GARONNE,99385,82288,4534,77754,2002,t2,presidential
14836,31,HAUTE-GARONNE,78586,65877,3138,62739,2002,t2,presidential
14837,31,HAUTE-GARONNE,49857,38790,1631,37159,2002,t2,presidential
14838,31,HAUTE-GARONNE,119648,100181,6138,94043,2002,t2,presidential
14839,31,HAUTE-GARONNE,112517,93468,5324,88144,2002,t2,presidential
14840,31,HAUTE-GARONNE,107834,91697,6507,85190,2002,t2,presidential
14841,31,HAUTE-GARONNE,79384,64559,5157,59402,2002,t2,presidential
14842,32,GERS,70053,59389,4134,55255,2002,t2,presidential
14843,32,GERS,65292,55464,3841,51623,2002,t2,presidential
14844,33,GIRONDE,72345,58470,2473,55997,2002,t2,presidential
14845,33,GIRONDE,51615,40663,1530,39133,2002,t2,presidential
14846,33,GIRONDE,64564,52608,2779,49829,2002,t2,presidential
14847,33,GIRONDE,76772,61289,3583,57706,2002,t2,presidential
14848,33,GIRONDE,86013,70643,4778,65865,2002,t2,presidential
14849,33,GIRONDE,79689,67060,3538,63522,2002,t2,presidential
14850,33,GIRONDE,90223,74519,4066,70453,2002,t2,presidential
14851,33,GIRONDE,105299,86749,5269,81480,2002,t2,presidential
14852,33,GIRONDE,90916,76386,5295,71091,2002,t2,presidential
14853,33,GIRONDE,74116,60694,4008,56686,2002,t2,presidential
14854,33,GIRONDE,76000,62223,4306,57917,2002,t2,presidential
14855,34,HERAULT,67066,54020,2689,51331,2002,t2,presidential
14856,34,HERAULT,57214,46041,2314,43727,2002,t2,presidential
14857,34,HERAULT,114124,94900,5722,89178,2002,t2,presidential
14858,34,HERAULT,118572,99318,6613,92705,2002,t2,presidential
14859,34,HERAULT,88148,71933,6399,65534,2002,t2,presidential
14860,34,HERAULT,79995,62888,4613,58275,2002,t2,presidential
14861,34,HERAULT,107127,85856,5957,79899,2002,t2,presidential
14862,35,ILLE-ET-VILAINE,71507,56823,2610,54213,2002,t2,presidential
14863,35,ILLE-ET-VILAINE,89609,74857,3340,71517,2002,t2,presidential
14864,35,ILLE-ET-VILAINE,83110,69311,3014,66297,2002,t2,presidential
14865,35,ILLE-ET-VILAINE,98622,82491,3874,78617,2002,t2,presidential
14866,35,ILLE-ET-VILAINE,108582,91496,3643,87853,2002,t2,presidential
14867,35,ILLE-ET-VILAINE,73938,62006,3165,58841,2002,t2,presidential
14868,35,ILLE-ET-VILAINE,92887,75969,3858,72111,2002,t2,presidential
14869,36,INDRE,55249,44812,2706,42106,2002,t2,presidential
14870,36,INDRE,64229,52985,3748,49237,2002,t2,presidential
14871,36,INDRE,57178,47450,3245,44205,2002,t2,presidential
14872,37,INDRE-ET-LOIRE,53448,40589,1525,39064,2002,t2,presidential
14873,37,INDRE-ET-LOIRE,84878,70013,3715,66298,2002,t2,presidential
14874,37,INDRE-ET-LOIRE,87549,72416,4062,68354,2002,t2,presidential
14875,37,INDRE-ET-LOIRE,81896,66444,3392,63052,2002,t2,presidential
14876,37,INDRE-ET-LOIRE,73372,60346,3080,57266,2002,t2,presidential
14877,38,ISERE,74162,61183,1776,59407,2002,t2,presidential
14878,38,ISERE,65579,53938,2355,51583,2002,t2,presidential
14879,38,ISERE,53997,43570,1647,41923,2002,t2,presidential
14880,38,ISERE,77567,63587,3031,60556,2002,t2,presidential
14881,38,ISERE,82829,68771,3307,65464,2002,t2,presidential
14882,38,ISERE,92298,73491,4113,69378,2002,t2,presidential
14883,38,ISERE,88239,71378,4127,67251,2002,t2,presidential
14884,38,ISERE,93721,75190,4351,70839,2002,t2,presidential
14885,38,ISERE,80084,66481,3338,63143,2002,t2,presidential
14886,39,JURA,62552,51494,3430,48064,2002,t2,presidential
14887,39,JURA,53563,43456,3012,40444,2002,t2,presidential
14888,39,JURA,65198,54493,3882,50611,2002,t2,presidential
14889,40,LANDES,84074,69666,4587,65079,2002,t2,presidential
14890,40,LANDES,95564,78763,5068,73695,2002,t2,presidential
14891,40,LANDES,79176,67148,5008,62140,2002,t2,presidential
14892,41,LOIR-ET-CHER,86602,70079,3877,66202,2002,t2,presidential
14893,41,LOIR-ET-CHER,76762,62903,3647,59256,2002,t2,presidential
14894,41,LOIR-ET-CHER,69292,57092,3370,53722,2002,t2,presidential
14895,42,LOIRE,66156,51239,2476,48763,2002,t2,presidential
14896,42,LOIRE,50189,37983,1651,36332,2002,t2,presidential
14897,42,LOIRE,74821,60290,3299,56991,2002,t2,presidential
14898,42,LOIRE,66877,52827,2994,49833,2002,t2,presidential
14899,42,LOIRE,68239,54273,3217,51056,2002,t2,presidential
14900,42,LOIRE,65384,53491,3071,50420,2002,t2,presidential
14901,42,LOIRE,92328,75393,4169,71224,2002,t2,presidential
14902,43,HAUTE-LOIRE,87532,73009,4523,68486,2002,t2,presidential
14903,43,HAUTE-LOIRE,78774,64508,4510,59998,2002,t2,presidential
14904,44,LOIRE-ATLANTIQUE,68645,54077,1947,52130,2002,t2,presidential
14905,44,LOIRE-ATLANTIQUE,75928,58494,2183,56311,2002,t2,presidential
14906,44,LOIRE-ATLANTIQUE,80799,63317,3271,60046,2002,t2,presidential
14907,44,LOIRE-ATLANTIQUE,73830,59532,2971,56561,2002,t2,presidential
14908,44,LOIRE-ATLANTIQUE,103861,86998,3839,83159,2002,t2,presidential
14909,44,LOIRE-ATLANTIQUE,70855,59275,2903,56372,2002,t2,presidential
14910,44,LOIRE-ATLANTIQUE,94356,77767,4033,73734,2002,t2,presidential
14911,44,LOIRE-ATLANTIQUE,71975,57540,3357,54183,2002,t2,presidential
14912,44,LOIRE-ATLANTIQUE,85933,71855,3687,68168,2002,t2,presidential
14913,44,LOIRE-ATLANTIQUE,88398,75083,3493,71590,2002,t2,presidential
14914,45,LOIRET,77320,64009,2919,61090,2002,t2,presidential
14915,45,LOIRET,77107,62192,3086,59106,2002,t2,presidential
14916,45,LOIRET,82971,68247,3287,64960,2002,t2,presidential
14917,45,LOIRET,88391,70569,3644,66925,2002,t2,presidential
14918,45,LOIRET,83436,68744,3780,64964,2002,t2,presidential
14919,46,LOT,65545,55841,3680,52161,2002,t2,presidential
14920,46,LOT,62616,53786,3921,49865,2002,t2,presidential
14921,47,LOT-ET-GARONNE,80044,67105,4468,62637,2002,t2,presidential
14922,47,LOT-ET-GARONNE,75476,62669,4855,57814,2002,t2,presidential
14923,47,LOT-ET-GARONNE,73462,61260,4203,57057,2002,t2,presidential
14924,48,LOZERE,31335,26072,1818,24254,2002,t2,presidential
14925,48,LOZERE,27479,23421,1264,22157,2002,t2,presidential
14926,49,MAINE-ET-LOIRE,74959,61308,2689,58619,2002,t2,presidential
14927,49,MAINE-ET-LOIRE,79783,66238,3434,62804,2002,t2,presidential
14928,49,MAINE-ET-LOIRE,64125,52014,2629,49385,2002,t2,presidential
14929,49,MAINE-ET-LOIRE,68481,56265,2699,53566,2002,t2,presidential
14930,49,MAINE-ET-LOIRE,70309,58085,2963,55122,2002,t2,presidential
14931,49,MAINE-ET-LOIRE,84255,70970,3346,67624,2002,t2,presidential
14932,49,MAINE-ET-LOIRE,68016,57027,2541,54486,2002,t2,presidential
14933,50,MANCHE,72142,59133,2791,56342,2002,t2,presidential
14934,50,MANCHE,75057,62682,2896,59786,2002,t2,presidential
14935,50,MANCHE,73369,59106,2765,56341,2002,t2,presidential
14936,50,MANCHE,69373,56718,2727,53991,2002,t2,presidential
14937,50,MANCHE,68939,54395,2930,51465,2002,t2,presidential
14938,51,MARNE,56111,42053,1693,40360,2002,t2,presidential
14939,51,MARNE,64665,50629,2483,48146,2002,t2,presidential
14940,51,MARNE,62652,48083,2416,45667,2002,t2,presidential
14941,51,MARNE,59207,45759,2431,43328,2002,t2,presidential
14942,51,MARNE,62135,50259,3015,47244,2002,t2,presidential
14943,51,MARNE,67253,52156,3038,49118,2002,t2,presidential
14944,52,HAUTE-MARNE,76914,61546,4284,57262,2002,t2,presidential
14945,52,HAUTE-MARNE,66694,51974,3344,48630,2002,t2,presidential
14946,53,MAYENNE,78845,64827,3294,61533,2002,t2,presidential
14947,53,MAYENNE,64960,53510,2300,51210,2002,t2,presidential
14948,53,MAYENNE,70247,58415,2985,55430,2002,t2,presidential
14949,54,MEURTHE-ET-MOSELLE,48301,37813,1567,36246,2002,t2,presidential
14950,54,MEURTHE-ET-MOSELLE,74593,60014,2863,57151,2002,t2,presidential
14951,54,MEURTHE-ET-MOSELLE,56374,44484,1947,42537,2002,t2,presidential
14952,54,MEURTHE-ET-MOSELLE,74695,59385,3774,55611,2002,t2,presidential
14953,54,MEURTHE-ET-MOSELLE,70827,58162,3280,54882,2002,t2,presidential
14954,54,MEURTHE-ET-MOSELLE,75008,58991,3812,55179,2002,t2,presidential
14955,54,MEURTHE-ET-MOSELLE,69626,52845,3059,49786,2002,t2,presidential
14956,55,MEUSE,78462,63704,4210,59494,2002,t2,presidential
14957,55,MEUSE,60425,48039,2819,45220,2002,t2,presidential
14958,56,MORBIHAN,93059,78271,3281,74990,2002,t2,presidential
14959,56,MORBIHAN,83422,68799,3647,65152,2002,t2,presidential
14960,56,MORBIHAN,77258,65042,3560,61482,2002,t2,presidential
14961,56,MORBIHAN,82258,69194,3217,65977,2002,t2,presidential
14962,56,MORBIHAN,79748,61889,3073,58816,2002,t2,presidential
14963,56,MORBIHAN,83310,69233,4154,65079,2002,t2,presidential
14964,57,MOSELLE,70418,54266,2688,51578,2002,t2,presidential
14965,57,MOSELLE,71436,56155,2827,53328,2002,t2,presidential
14966,57,MOSELLE,69173,53594,2455,51139,2002,t2,presidential
14967,57,MOSELLE,67794,54664,3239,51425,2002,t2,presidential
14968,57,MOSELLE,73615,57689,3428,54261,2002,t2,presidential
14969,57,MOSELLE,72052,53758,2739,51019,2002,t2,presidential
14970,57,MOSELLE,76631,60067,3372,56695,2002,t2,presidential
14971,57,MOSELLE,71950,56813,3264,53549,2002,t2,presidential
14972,57,MOSELLE,70460,54257,2602,51655,2002,t2,presidential
14973,57,MOSELLE,68672,51660,2921,48739,2002,t2,presidential
14974,58,NIEVRE,55231,42977,2899,40078,2002,t2,presidential
14975,58,NIEVRE,59754,47614,3362,44252,2002,t2,presidential
14976,58,NIEVRE,55348,43987,3474,40513,2002,t2,presidential
14977,59,NORD,58052,40658,1436,39222,2002,t2,presidential
14978,59,NORD,70644,54256,2492,51764,2002,t2,presidential
14979,59,NORD,59669,44545,1543,43002,2002,t2,presidential
14980,59,NORD,69453,54309,2367,51942,2002,t2,presidential
14981,59,NORD,83280,65944,3673,62271,2002,t2,presidential
14982,59,NORD,76775,63973,3564,60409,2002,t2,presidential
14983,59,NORD,68052,51007,2295,48712,2002,t2,presidential
14984,59,NORD,67670,49210,2120,47090,2002,t2,presidential
14985,59,NORD,64937,50453,1749,48704,2002,t2,presidential
14986,59,NORD,73716,55673,2547,53126,2002,t2,presidential
14987,59,NORD,84058,65644,3662,61982,2002,t2,presidential
14988,59,NORD,69510,54146,3465,50681,2002,t2,presidential
14989,59,NORD,64670,50995,2983,48012,2002,t2,presidential
14990,59,NORD,71287,59123,3705,55418,2002,t2,presidential
14991,59,NORD,71122,57596,3550,54046,2002,t2,presidential
14992,59,NORD,79682,62640,4092,58548,2002,t2,presidential
14993,59,NORD,72988,56719,3482,53237,2002,t2,presidential
14994,59,NORD,77505,61916,4274,57642,2002,t2,presidential
14995,59,NORD,77833,59643,3969,55674,2002,t2,presidential
14996,59,NORD,80037,60718,3426,57292,2002,t2,presidential
14997,59,NORD,74876,57769,3187,54582,2002,t2,presidential
14998,59,NORD,74078,59607,4399,55208,2002,t2,presidential
14999,59,NORD,66879,50544,2489,48055,2002,t2,presidential
15000,59,NORD,64371,49990,3173,46817,2002,t2,presidential
15001,60,OISE,74702,60767,3756,57011,2002,t2,presidential
15002,60,OISE,79588,65104,3552,61552,2002,t2,presidential
15003,60,OISE,64332,51114,3109,48005,2002,t2,presidential
15004,60,OISE,83314,66509,3283,63226,2002,t2,presidential
15005,60,OISE,65762,52590,3110,49480,2002,t2,presidential
15006,60,OISE,69342,55564,3565,51999,2002,t2,presidential
15007,60,OISE,69752,55210,3366,51844,2002,t2,presidential
15008,61,ORNE,71273,58905,2793,56112,2002,t2,presidential
15009,61,ORNE,69396,56578,2691,53887,2002,t2,presidential
15010,61,ORNE,73518,60407,3248,57159,2002,t2,presidential
15011,62,PAS-DE-CALAIS,77653,65247,4441,60806,2002,t2,presidential
15012,62,PAS-DE-CALAIS,73580,61327,4159,57168,2002,t2,presidential
15013,62,PAS-DE-CALAIS,72910,62905,4823,58082,2002,t2,presidential
15014,62,PAS-DE-CALAIS,76636,61864,4096,57768,2002,t2,presidential
15015,62,PAS-DE-CALAIS,62861,48471,2856,45615,2002,t2,presidential
15016,62,PAS-DE-CALAIS,70391,54487,3055,51432,2002,t2,presidential
15017,62,PAS-DE-CALAIS,80990,62517,4164,58353,2002,t2,presidential
15018,62,PAS-DE-CALAIS,67094,54498,3802,50696,2002,t2,presidential
15019,62,PAS-DE-CALAIS,79491,63496,4727,58769,2002,t2,presidential
15020,62,PAS-DE-CALAIS,71935,54269,3743,50526,2002,t2,presidential
15021,62,PAS-DE-CALAIS,91661,71830,4997,66833,2002,t2,presidential
15022,62,PAS-DE-CALAIS,77479,57526,3844,53682,2002,t2,presidential
15023,62,PAS-DE-CALAIS,71447,53009,3241,49768,2002,t2,presidential
15024,62,PAS-DE-CALAIS,73907,55569,3239,52330,2002,t2,presidential
15025,63,PUY-DE-DOME,58433,46925,2548,44377,2002,t2,presidential
15026,63,PUY-DE-DOME,72445,60113,3527,56586,2002,t2,presidential
15027,63,PUY-DE-DOME,71440,59264,2776,56488,2002,t2,presidential
15028,63,PUY-DE-DOME,73510,61343,4006,57337,2002,t2,presidential
15029,63,PUY-DE-DOME,64850,52541,3943,48598,2002,t2,presidential
15030,63,PUY-DE-DOME,84683,70829,4587,66242,2002,t2,presidential
15031,64,PYRENEES-ATLANTIQUES,64739,53364,2900,50464,2002,t2,presidential
15032,64,PYRENEES-ATLANTIQUES,69180,58757,3840,54917,2002,t2,presidential
15033,64,PYRENEES-ATLANTIQUES,76443,64553,4658,59895,2002,t2,presidential
15034,64,PYRENEES-ATLANTIQUES,78754,65631,4608,61023,2002,t2,presidential
15035,64,PYRENEES-ATLANTIQUES,76398,61388,3674,57714,2002,t2,presidential
15036,64,PYRENEES-ATLANTIQUES,84875,68100,4227,63873,2002,t2,presidential
15037,65,HAUTES-PYRENEES,59077,48515,3799,44716,2002,t2,presidential
15038,65,HAUTES-PYRENEES,59918,50059,3232,46827,2002,t2,presidential
15039,65,HAUTES-PYRENEES,50128,41363,2925,38438,2002,t2,presidential
15040,66,PYRENEES-ORIENTALES,58656,46739,2749,43990,2002,t2,presidential
15041,66,PYRENEES-ORIENTALES,85388,69411,4822,64589,2002,t2,presidential
15042,66,PYRENEES-ORIENTALES,61540,48655,3555,45100,2002,t2,presidential
15043,66,PYRENEES-ORIENTALES,80358,65730,4970,60760,2002,t2,presidential
15044,67,BAS-RHIN,48354,38459,1067,37392,2002,t2,presidential
15045,67,BAS-RHIN,47884,37132,1320,35812,2002,t2,presidential
15046,67,BAS-RHIN,60985,47293,1814,45479,2002,t2,presidential
15047,67,BAS-RHIN,106261,85540,4004,81536,2002,t2,presidential
15048,67,BAS-RHIN,92679,74112,4171,69941,2002,t2,presidential
15049,67,BAS-RHIN,75154,61162,3550,57612,2002,t2,presidential
15050,67,BAS-RHIN,78461,63379,3939,59440,2002,t2,presidential
15051,67,BAS-RHIN,67818,53972,3448,50524,2002,t2,presidential
15052,67,BAS-RHIN,97418,78287,4080,74207,2002,t2,presidential
15053,68,HAUT-RHIN,67870,53467,2664,50803,2002,t2,presidential
15054,68,HAUT-RHIN,71382,58582,3406,55176,2002,t2,presidential
15055,68,HAUT-RHIN,78216,64430,3978,60452,2002,t2,presidential
15056,68,HAUT-RHIN,68563,54604,2742,51862,2002,t2,presidential
15057,68,HAUT-RHIN,51184,39531,1780,37751,2002,t2,presidential
15058,68,HAUT-RHIN,70370,54860,2947,51913,2002,t2,presidential
15059,68,HAUT-RHIN,70891,57197,3678,53519,2002,t2,presidential
15060,69,RHONE,54273,43873,1704,42169,2002,t2,presidential
15061,69,RHONE,62233,50834,1680,49154,2002,t2,presidential
15062,69,RHONE,56759,45972,1655,44317,2002,t2,presidential
15063,69,RHONE,63237,51947,1664,50283,2002,t2,presidential
15064,69,RHONE,78547,64693,2276,62417,2002,t2,presidential
15065,69,RHONE,63610,49420,2148,47272,2002,t2,presidential
15066,69,RHONE,53170,41740,1678,40062,2002,t2,presidential
15067,69,RHONE,76284,62729,3156,59573,2002,t2,presidential
15068,69,RHONE,72408,58553,2842,55711,2002,t2,presidential
15069,69,RHONE,81387,68199,2765,65434,2002,t2,presidential
15070,69,RHONE,73000,59920,3203,56717,2002,t2,presidential
15071,69,RHONE,68457,55735,2196,53539,2002,t2,presidential
15072,69,RHONE,82837,66423,3195,63228,2002,t2,presidential
15073,69,RHONE,46413,35136,1767,33369,2002,t2,presidential
15074,70,HAUTE-SAONE,61876,51233,3618,47615,2002,t2,presidential
15075,70,HAUTE-SAONE,61123,49809,4354,45455,2002,t2,presidential
15076,70,HAUTE-SAONE,51460,41754,3962,37792,2002,t2,presidential
15077,71,SAONE-ET-LOIRE,62991,50656,2819,47837,2002,t2,presidential
15078,71,SAONE-ET-LOIRE,64433,51706,3450,48256,2002,t2,presidential
15079,71,SAONE-ET-LOIRE,67421,53441,4270,49171,2002,t2,presidential
15080,71,SAONE-ET-LOIRE,61186,47394,3400,43994,2002,t2,presidential
15081,71,SAONE-ET-LOIRE,62044,48536,2986,45550,2002,t2,presidential
15082,71,SAONE-ET-LOIRE,80322,64981,4648,60333,2002,t2,presidential
15083,72,SARTHE,67928,55327,3119,52208,2002,t2,presidential
15084,72,SARTHE,79212,62290,4256,58034,2002,t2,presidential
15085,72,SARTHE,80758,65393,4101,61292,2002,t2,presidential
15086,72,SARTHE,73636,59490,3332,56158,2002,t2,presidential
15087,72,SARTHE,83811,67968,3875,64093,2002,t2,presidential
15088,73,SAVOIE,97512,79379,4132,75247,2002,t2,presidential
15089,73,SAVOIE,78840,62304,3485,58819,2002,t2,presidential
15090,73,SAVOIE,88610,71406,4148,67258,2002,t2,presidential
15091,74,HAUTE-SAVOIE,91746,75343,3762,71581,2002,t2,presidential
15092,74,HAUTE-SAVOIE,77065,62427,2909,59518,2002,t2,presidential
15093,74,HAUTE-SAVOIE,77535,60833,2869,57964,2002,t2,presidential
15094,74,HAUTE-SAVOIE,80253,63604,2970,60634,2002,t2,presidential
15095,74,HAUTE-SAVOIE,94567,75195,3908,71287,2002,t2,presidential
15096,75,PARIS,54137,45272,1161,44111,2002,t2,presidential
15097,75,PARIS,49659,42609,1033,41576,2002,t2,presidential
15098,75,PARIS,40305,34002,747,33255,2002,t2,presidential
15099,75,PARIS,50188,41738,959,40779,2002,t2,presidential
15100,75,PARIS,40448,33075,881,32194,2002,t2,presidential
15101,75,PARIS,54804,45385,1315,44070,2002,t2,presidential
15102,75,PARIS,55239,46058,1253,44805,2002,t2,presidential
15103,75,PARIS,63575,53085,1588,51497,2002,t2,presidential
15104,75,PARIS,53190,43830,1419,42411,2002,t2,presidential
15105,75,PARIS,57645,48654,1350,47304,2002,t2,presidential
15106,75,PARIS,53280,44492,1335,43157,2002,t2,presidential
15107,75,PARIS,60342,50403,1337,49066,2002,t2,presidential
15108,75,PARIS,63166,52615,1401,51214,2002,t2,presidential
15109,75,PARIS,45013,37744,765,36979,2002,t2,presidential
15110,75,PARIS,37468,30927,572,30355,2002,t2,presidential
15111,75,PARIS,48847,40776,866,39910,2002,t2,presidential
15112,75,PARIS,47924,38669,1132,37537,2002,t2,presidential
15113,75,PARIS,48358,39686,1159,38527,2002,t2,presidential
15114,75,PARIS,39821,31717,1132,30585,2002,t2,presidential
15115,75,PARIS,54505,44269,1422,42847,2002,t2,presidential
15116,75,PARIS,63399,51805,1742,50063,2002,t2,presidential
15117,76,SEINE-MARITIME,55000,44206,1627,42579,2002,t2,presidential
15118,76,SEINE-MARITIME,82813,67988,2958,65030,2002,t2,presidential
15119,76,SEINE-MARITIME,54167,42566,2435,40131,2002,t2,presidential
15120,76,SEINE-MARITIME,69637,54827,3197,51630,2002,t2,presidential
15121,76,SEINE-MARITIME,85175,68973,3842,65131,2002,t2,presidential
15122,76,SEINE-MARITIME,75595,59522,3426,56096,2002,t2,presidential
15123,76,SEINE-MARITIME,57925,45388,1774,43614,2002,t2,presidential
15124,76,SEINE-MARITIME,52461,38634,1950,36684,2002,t2,presidential
15125,76,SEINE-MARITIME,80831,66753,3752,63001,2002,t2,presidential
15126,76,SEINE-MARITIME,80600,66991,3652,63339,2002,t2,presidential
15127,76,SEINE-MARITIME,73037,59060,3484,55576,2002,t2,presidential
15128,76,SEINE-MARITIME,70251,58090,3141,54949,2002,t2,presidential
15129,77,SEINE-ET-MARNE,80857,64217,2818,61399,2002,t2,presidential
15130,77,SEINE-ET-MARNE,71715,58501,2750,55751,2002,t2,presidential
15131,77,SEINE-ET-MARNE,70739,56888,2933,53955,2002,t2,presidential
15132,77,SEINE-ET-MARNE,76380,61778,3317,58461,2002,t2,presidential
15133,77,SEINE-ET-MARNE,81029,64708,3269,61439,2002,t2,presidential
15134,77,SEINE-ET-MARNE,74128,59334,3037,56297,2002,t2,presidential
15135,77,SEINE-ET-MARNE,81097,63220,2822,60398,2002,t2,presidential
15136,77,SEINE-ET-MARNE,92015,74488,2884,71604,2002,t2,presidential
15137,77,SEINE-ET-MARNE,93851,75899,3551,72348,2002,t2,presidential
15138,78,YVELINES,82458,69177,2309,66868,2002,t2,presidential
15139,78,YVELINES,73108,60450,2060,58390,2002,t2,presidential
15140,78,YVELINES,64570,53636,1497,52139,2002,t2,presidential
15141,78,YVELINES,69017,56632,1848,54784,2002,t2,presidential
15142,78,YVELINES,63398,51763,1795,49968,2002,t2,presidential
15143,78,YVELINES,55438,44940,1547,43393,2002,t2,presidential
15144,78,YVELINES,68356,55672,2432,53240,2002,t2,presidential
15145,78,YVELINES,59152,47650,2337,45313,2002,t2,presidential
15146,78,YVELINES,78140,64231,3087,61144,2002,t2,presidential
15147,78,YVELINES,94559,78118,3295,74823,2002,t2,presidential
15148,78,YVELINES,51980,41113,1685,39428,2002,t2,presidential
15149,78,YVELINES,65140,53085,2018,51067,2002,t2,presidential
15150,79,DEUX-SEVRES,59890,50047,2197,47850,2002,t2,presidential
15151,79,DEUX-SEVRES,70192,58876,3048,55828,2002,t2,presidential
15152,79,DEUX-SEVRES,61338,51544,2469,49075,2002,t2,presidential
15153,79,DEUX-SEVRES,69496,57792,2573,55219,2002,t2,presidential
15154,80,SOMME,57406,44877,2630,42247,2002,t2,presidential
15155,80,SOMME,61758,49522,2593,46929,2002,t2,presidential
15156,80,SOMME,67740,56340,4908,51432,2002,t2,presidential
15157,80,SOMME,71914,58661,3910,54751,2002,t2,presidential
15158,80,SOMME,65003,52825,3661,49164,2002,t2,presidential
15159,80,SOMME,76037,63073,4294,58779,2002,t2,presidential
15160,81,TARN,55984,47330,4067,43263,2002,t2,presidential
15161,81,TARN,73846,62383,4094,58289,2002,t2,presidential
15162,81,TARN,58112,48926,3290,45636,2002,t2,presidential
15163,81,TARN,73465,62807,4337,58470,2002,t2,presidential
15164,82,TARN-ET-GARONNE,75852,64306,4116,60190,2002,t2,presidential
15165,82,TARN-ET-GARONNE,77828,65301,4856,60445,2002,t2,presidential
15166,83,VAR,49553,37488,1571,35917,2002,t2,presidential
15167,83,VAR,53129,40837,2065,38772,2002,t2,presidential
15168,83,VAR,102950,82414,4366,78048,2002,t2,presidential
15169,83,VAR,105847,85630,4677,80953,2002,t2,presidential
15170,83,VAR,94705,75592,3742,71850,2002,t2,presidential
15171,83,VAR,138374,112862,6725,106137,2002,t2,presidential
15172,83,VAR,100752,77858,3976,73882,2002,t2,presidential
15173,84,VAUCLUSE,67977,54126,2863,51263,2002,t2,presidential
15174,84,VAUCLUSE,109917,90728,5184,85544,2002,t2,presidential
15175,84,VAUCLUSE,88862,73003,4465,68538,2002,t2,presidential
15176,84,VAUCLUSE,76058,63489,3687,59802,2002,t2,presidential
15177,85,VENDEE,86654,72184,3316,68868,2002,t2,presidential
15178,85,VENDEE,83073,69780,3440,66340,2002,t2,presidential
15179,85,VENDEE,96412,77649,4223,73426,2002,t2,presidential
15180,85,VENDEE,85268,73538,2857,70681,2002,t2,presidential
15181,85,VENDEE,76447,63381,3503,59878,2002,t2,presidential
15182,86,VIENNE,76166,63660,3063,60597,2002,t2,presidential
15183,86,VIENNE,68857,57766,2505,55261,2002,t2,presidential
15184,86,VIENNE,67770,56704,3181,53523,2002,t2,presidential
15185,86,VIENNE,74164,59971,3369,56602,2002,t2,presidential
15186,87,HAUTE-VIENNE,52015,43171,2275,40896,2002,t2,presidential
15187,87,HAUTE-VIENNE,72571,61826,4015,57811,2002,t2,presidential
