Code région,Région,Code département,Département,Circonscription,Inscrits,Votants,Exprimés,Blancs et nuls,Taux de participation,Nuance 1,Prénom candidat 1,Nom candidat 1,Liste 1,Nombre de voix 1,Nuance 2,Prénom candidat 2,Nom candidat 2,Liste 2,Nombre de voix 2,Nuance 3,Prénom candidat 3,Nom candidat 3,Liste 3,Nombre de voix 3,Nuance 4,Prénom candidat 4,Nom candidat 4,Liste 4,Nombre de voix 4,Nuance 5,Prénom candidat 5,Nom candidat 5,Liste 5,Nombre de voix 5,Nuance 6,Prénom candidat 6,Nom candidat 6,Liste 6,Nombre de voix 6,Nuance 7,Prénom candidat 7,Nom candidat 7,Liste 7,Nombre de voix 7
93,PROVENCE-ALPES-COTE D'AZUR,13,BOUCHES-DU-RHONE,8,67018,42791,41633,1158,"63,85",SOC-COM-ECO,MICHEL,VAUZELLE,GAUCHE UNIE ET ECOLOGISTES,21251,UMP,RENAUD,MUSELIER,CHOISISSONS LA CARTE DE L'AVENIR,11061,FN,GUY,MACARY,"LISTE FRONT NATIONAL POUR LA PROVENCE, LES ALPES ET LA COTE D'AZUR LISTE PRESENTEE PAR JEAN-MARIE LE PEN",9321,,,,,,,,,,,,,,,,,,,,
93,PROVENCE-ALPES-COTE D'AZUR,13,BOUCHES-DU-RHONE,9,84722,57178,55478,1700,"67,49",SOC-COM-ECO,MICHEL,VAUZELLE,GAUCHE UNIE ET ECOLOGISTES,25645,UMP,RENAUD,MUSELIER,CHOISISSONS LA CARTE DE L'AVENIR,19162,FN,GUY,MACARY,"LISTE FRONT NATIONAL POUR LA PROVENCE, LES ALPES ET LA COTE D'AZUR LISTE PRESENTEE PAR JEAN-MARIE LE PEN",10671,,,,,,,,,,,,,,,,,,,,
93,PROVENCE-ALPES-COTE D'AZUR,13,BOUCHES-DU-RHONE,10,115093,75765,73715,2050,"65,83",SOC-COM-ECO,MICHEL,VAUZELLE,GAUCHE UNIE ET ECOLOGISTES,37076,UMP,RENAUD,MUSELIER,CHOISISSONS LA CARTE DE L'AVENIR,21168,FN,GUY,MACARY,"LISTE FRONT NATIONAL POUR LA PROVENCE, LES ALPES ET LA COTE D'AZUR LISTE PRESENTEE PAR JEAN-MARIE LE PEN",15471,,,,,,,,,,,,,,,,,,,,
93,PROVENCE-ALPES-COTE D'AZUR,13,BOUCHES-DU-RHONE,11,90696,61154,59274,1880,"67,43",SOC-COM-ECO,MICHEL,VAUZELLE,GAUCHE UNIE ET ECOLOGISTES,27862,UMP,RENAUD,MUSELIER,CHOISISSONS LA CARTE DE L'AVENIR,21062,FN,GUY,MACARY,"LISTE FRONT NATIONAL POUR LA PROVENCE, LES ALPES ET LA COTE D'AZUR LISTE PRESENTEE PAR JEAN-MARIE LE PEN",10350,,,,,,,,,,,,,,,,,,,,
93,PROVENCE-ALPES-COTE D'AZUR,13,BOUCHES-DU-RHONE,12,101378,65251,63346,1905,"64,36",SOC-COM-ECO,MICHEL,VAUZELLE,GAUCHE UNIE ET ECOLOGISTES,31013,UMP,RENAUD,MUSELIER,CHOISISSONS LA CARTE DE L'AVENIR,16064,FN,GUY,MACARY,"LISTE FRONT NATIONAL POUR LA PROVENCE, LES ALPES ET LA COTE D'AZUR LISTE PRESENTEE PAR JEAN-MARIE LE PEN",16269,,,,,,,,,,,,,,,,,,,,
93,PROVENCE-ALPES-COTE D'AZUR,13,BOUCHES-DU-RHONE,13,83993,55925,54271,1654,"66,58",SOC-COM-ECO,MICHEL,VAUZELLE,GAUCHE UNIE ET ECOLOGISTES,32744,UMP,RENAUD,MUSELIER,CHOISISSONS LA CARTE DE L'AVENIR,10727,FN,GUY,MACARY,"LISTE FRONT NATIONAL POUR LA PROVENCE, LES ALPES ET LA COTE D'AZUR LISTE PRESENTEE PAR JEAN-MARIE LE PEN",10800,,,,,,,,,,,,,,,,,,,,
93,PROVENCE-ALPES-COTE D'AZUR,13,BOUCHES-DU-RHONE,14,93930,63828,62039,1789,"67,95",SOC-COM-ECO,MICHEL,VAUZELLE,GAUCHE UNIE ET ECOLOGISTES,30287,UMP,RENAUD,MUSELIER,CHOISISSONS LA CARTE DE L'AVENIR,22746,FN,GUY,MACARY,"LISTE FRONT NATIONAL POUR LA PROVENCE, LES ALPES ET LA COTE D'AZUR LISTE PRESENTEE PAR JEAN-MARIE LE PEN",9006,,,,,,,,,,,,,,,,,,,,
93,PROVENCE-ALPES-COTE D'AZUR,13,BOUCHES-DU-RHONE,15,92255,64202,61991,2211,"69,59",SOC-COM-ECO,MICHEL,VAUZELLE,GAUCHE UNIE ET ECOLOGISTES,27789,UMP,RENAUD,MUSELIER,CHOISISSONS LA CARTE DE L'AVENIR,19862,FN,GUY,MACARY,"LISTE FRONT NATIONAL POUR LA PROVENCE, LES ALPES ET LA COTE D'AZUR LISTE PRESENTEE PAR JEAN-MARIE LE PEN",14340,,,,,,,,,,,,,,,,,,,,
93,PROVENCE-ALPES-COTE D'AZUR,13,BOUCHES-DU-RHONE,16,79979,55443,53694,1749,"69,32",SOC-COM-ECO,MICHEL,VAUZELLE,GAUCHE UNIE ET ECOLOGISTES,29157,UMP,RENAUD,MUSELIER,CHOISISSONS LA CARTE DE L'AVENIR,12892,FN,GUY,MACARY,"LISTE FRONT NATIONAL POUR LA PROVENCE, LES ALPES ET LA COTE D'AZUR LISTE PRESENTEE PAR JEAN-MARIE LE PEN",11645,,,,,,,,,,,,,,,,,,,,
25,BASSE-NORMANDIE,14,CALVADOS,1,65578,44380,43059,1321,"67,68",SOC-COM-autreG,PHILIPPE,DURON,"LISTE BASSE-NORMANDIE, GAGNONS A GAUCHE CONDUITE PAR PHILIPPE DURON ET PRESENTEE PAR LE PS, LE PCF ET LE MRC",24338,UMP,RENE,GARREC,"RENE GARREC, LA REGION PAR COEUR - UNION DE LA MAJORITE REGIONALE - LISTE REGIONALE CONDUITE PAR RENE GARREC",15270,FN,FERNAND,LE RACHINEL,FRONT NATIONAL DE NORMANDIE PRESENTEE PAR JEAN-MARIE LE PEN CONDUITE PAR FERNAND LE RACHINEL,3451,,,,,,,,,,,,,,,,,,,,
25,BASSE-NORMANDIE,14,CALVADOS,2,63566,41616,40362,1254,"65,47",SOC-COM-autreG,PHILIPPE,DURON,"LISTE BASSE-NORMANDIE, GAGNONS A GAUCHE CONDUITE PAR PHILIPPE DURON ET PRESENTEE PAR LE PS, LE PCF ET LE MRC",25175,UMP,RENE,GARREC,"RENE GARREC, LA REGION PAR COEUR - UNION DE LA MAJORITE REGIONALE - LISTE REGIONALE CONDUITE PAR RENE GARREC",11309,FN,FERNAND,LE RACHINEL,FRONT NATIONAL DE NORMANDIE PRESENTEE PAR JEAN-MARIE LE PEN CONDUITE PAR FERNAND LE RACHINEL,3878,,,,,,,,,,,,,,,,,,,,
25,BASSE-NORMANDIE,14,CALVADOS,3,72011,47226,45387,1839,"65,58",SOC-COM-autreG,PHILIPPE,DURON,"LISTE BASSE-NORMANDIE, GAGNONS A GAUCHE CONDUITE PAR PHILIPPE DURON ET PRESENTEE PAR LE PS, LE PCF ET LE MRC",21975,UMP,RENE,GARREC,"RENE GARREC, LA REGION PAR COEUR - UNION DE LA MAJORITE REGIONALE - LISTE REGIONALE CONDUITE PAR RENE GARREC",16414,FN,FERNAND,LE RACHINEL,FRONT NATIONAL DE NORMANDIE PRESENTEE PAR JEAN-MARIE LE PEN CONDUITE PAR FERNAND LE RACHINEL,6998,,,,,,,,,,,,,,,,,,,,
25,BASSE-NORMANDIE,14,CALVADOS,4,76454,49137,47364,1773,"64,27",SOC-COM-autreG,PHILIPPE,DURON,"LISTE BASSE-NORMANDIE, GAGNONS A GAUCHE CONDUITE PAR PHILIPPE DURON ET PRESENTEE PAR LE PS, LE PCF ET LE MRC",19744,UMP,RENE,GARREC,"RENE GARREC, LA REGION PAR COEUR - UNION DE LA MAJORITE REGIONALE - LISTE REGIONALE CONDUITE PAR RENE GARREC",20387,FN,FERNAND,LE RACHINEL,FRONT NATIONAL DE NORMANDIE PRESENTEE PAR JEAN-MARIE LE PEN CONDUITE PAR FERNAND LE RACHINEL,7233,,,,,,,,,,,,,,,,,,,,
25,BASSE-NORMANDIE,14,CALVADOS,5,95977,62821,60669,2152,"65,45",SOC-COM-autreG,PHILIPPE,DURON,"LISTE BASSE-NORMANDIE, GAGNONS A GAUCHE CONDUITE PAR PHILIPPE DURON ET PRESENTEE PAR LE PS, LE PCF ET LE MRC",29478,UMP,RENE,GARREC,"RENE GARREC, LA REGION PAR COEUR - UNION DE LA MAJORITE REGIONALE - LISTE REGIONALE CONDUITE PAR RENE GARREC",23804,FN,FERNAND,LE RACHINEL,FRONT NATIONAL DE NORMANDIE PRESENTEE PAR JEAN-MARIE LE PEN CONDUITE PAR FERNAND LE RACHINEL,7387,,,,,,,,,,,,,,,,,,,,
25,BASSE-NORMANDIE,14,CALVADOS,6,84229,57987,55834,2153,"68,84",SOC-COM-autreG,PHILIPPE,DURON,"LISTE BASSE-NORMANDIE, GAGNONS A GAUCHE CONDUITE PAR PHILIPPE DURON ET PRESENTEE PAR LE PS, LE PCF ET LE MRC",27485,UMP,RENE,GARREC,"RENE GARREC, LA REGION PAR COEUR - UNION DE LA MAJORITE REGIONALE - LISTE REGIONALE CONDUITE PAR RENE GARREC",20916,FN,FERNAND,LE RACHINEL,FRONT NATIONAL DE NORMANDIE PRESENTEE PAR JEAN-MARIE LE PEN CONDUITE PAR FERNAND LE RACHINEL,7433,,,,,,,,,,,,,,,,,,,,
83,AUVERGNE,15,CANTAL,1,64378,43459,41491,1968,"67,51",SOC-COM-ECO,P.JOEL,BONTE,"AVEC PIERRE-JOEL BONTE, VIVONS L'AUVERGNE SOLIDAIRE",21098,UDF-UMP,VALERY,GISCARD D'ESTAING,LISTE UNION POUR L'AUVERGNE,20393,,,,,,,,,,,,,,,,,,,,,,,,,
83,AUVERGNE,15,CANTAL,2,59186,37940,36710,1230,"64,1",SOC-COM-ECO,P.JOEL,BONTE,"AVEC PIERRE-JOEL BONTE, VIVONS L'AUVERGNE SOLIDAIRE",14134,UDF-UMP,VALERY,GISCARD D'ESTAING,LISTE UNION POUR L'AUVERGNE,22576,,,,,,,,,,,,,,,,,,,,,,,,,
54,POITOU-CHARENTES,16,CHARENTE,1,62589,41459,40127,1332,"66,24",SOC-COM-ECO,SEGOLENE,ROYAL,DE NOUVELLES CHANCES POUR LA REGION,23022,UMP,ELISABETH,MORIN,LA DYNAMIQUE REGIONALE,13244,FN,J.ROMEE,CHARBONNEAU,FRONT NATIONAL POUR LE POITOU-CHARENTES,3861,,,,,,,,,,,,,,,,,,,,
54,POITOU-CHARENTES,16,CHARENTE,2,60298,40241,38986,1255,"66,74",SOC-COM-ECO,SEGOLENE,ROYAL,DE NOUVELLES CHANCES POUR LA REGION,21196,UMP,ELISABETH,MORIN,LA DYNAMIQUE REGIONALE,13942,FN,J.ROMEE,CHARBONNEAU,FRONT NATIONAL POUR LE POITOU-CHARENTES,3848,,,,,,,,,,,,,,,,,,,,
54,POITOU-CHARENTES,16,CHARENTE,3,68970,49482,47433,2049,"71,74",SOC-COM-ECO,SEGOLENE,ROYAL,DE NOUVELLES CHANCES POUR LA REGION,27660,UMP,ELISABETH,MORIN,LA DYNAMIQUE REGIONALE,15070,FN,J.ROMEE,CHARBONNEAU,FRONT NATIONAL POUR LE POITOU-CHARENTES,4703,,,,,,,,,,,,,,,,,,,,
54,POITOU-CHARENTES,16,CHARENTE,4,62600,42018,40805,1213,"67,12",SOC-COM-ECO,SEGOLENE,ROYAL,DE NOUVELLES CHANCES POUR LA REGION,25015,UMP,ELISABETH,MORIN,LA DYNAMIQUE REGIONALE,11925,FN,J.ROMEE,CHARBONNEAU,FRONT NATIONAL POUR LE POITOU-CHARENTES,3865,,,,,,,,,,,,,,,,,,,,
54,POITOU-CHARENTES,17,CHARENTE-MARITIME,1,89047,58617,57267,1350,"65,83",SOC-COM-ECO,SEGOLENE,ROYAL,DE NOUVELLES CHANCES POUR LA REGION,33031,UMP,ELISABETH,MORIN,LA DYNAMIQUE REGIONALE,20092,FN,J.ROMEE,CHARBONNEAU,FRONT NATIONAL POUR LE POITOU-CHARENTES,4144,,,,,,,,,,,,,,,,,,,,
54,POITOU-CHARENTES,17,CHARENTE-MARITIME,2,84764,56584,54869,1715,"66,75",SOC-COM-ECO,SEGOLENE,ROYAL,DE NOUVELLES CHANCES POUR LA REGION,30223,UMP,ELISABETH,MORIN,LA DYNAMIQUE REGIONALE,19485,FN,J.ROMEE,CHARBONNEAU,FRONT NATIONAL POUR LE POITOU-CHARENTES,5161,,,,,,,,,,,,,,,,,,,,
54,POITOU-CHARENTES,17,CHARENTE-MARITIME,3,75536,51893,50107,1786,"68,7",SOC-COM-ECO,SEGOLENE,ROYAL,DE NOUVELLES CHANCES POUR LA REGION,27326,UMP,ELISABETH,MORIN,LA DYNAMIQUE REGIONALE,17692,FN,J.ROMEE,CHARBONNEAU,FRONT NATIONAL POUR LE POITOU-CHARENTES,5089,,,,,,,,,,,,,,,,,,,,
54,POITOU-CHARENTES,17,CHARENTE-MARITIME,4,82519,55325,53360,1965,"67,05",SOC-COM-ECO,SEGOLENE,ROYAL,DE NOUVELLES CHANCES POUR LA REGION,24863,UMP,ELISABETH,MORIN,LA DYNAMIQUE REGIONALE,21650,FN,J.ROMEE,CHARBONNEAU,FRONT NATIONAL POUR LE POITOU-CHARENTES,6847,,,,,,,,,,,,,,,,,,,,
54,POITOU-CHARENTES,17,CHARENTE-MARITIME,5,92167,60717,58597,2120,"65,88",SOC-COM-ECO,SEGOLENE,ROYAL,DE NOUVELLES CHANCES POUR LA REGION,26599,UMP,ELISABETH,MORIN,LA DYNAMIQUE REGIONALE,24323,FN,J.ROMEE,CHARBONNEAU,FRONT NATIONAL POUR LE POITOU-CHARENTES,7675,,,,,,,,,,,,,,,,,,,,
24,CENTRE,18,CHER,1,73670,47903,45729,2174,"65,02",SOC-COM-ECO,MICHEL,SAPIN,L'UNION A GAUCHE,22246,UMP,SERGE,VINCON,LA NOUVELLE EQUIPE DU CENTRE,17040,FN,JEAN,VERDON,FRONT NATIONAL POUR LA REGION CENTRE PRESENTEE PAR JEAN-MARIE LE PEN ET CONDUITE PAR JEAN VERDON,6443,,,,,,,,,,,,,,,,,,,,
24,CENTRE,18,CHER,2,68427,43928,41940,1988,"64,2",SOC-COM-ECO,MICHEL,SAPIN,L'UNION A GAUCHE,23627,UMP,SERGE,VINCON,LA NOUVELLE EQUIPE DU CENTRE,12381,FN,JEAN,VERDON,FRONT NATIONAL POUR LA REGION CENTRE PRESENTEE PAR JEAN-MARIE LE PEN ET CONDUITE PAR JEAN VERDON,5932,,,,,,,,,,,,,,,,,,,,
24,CENTRE,18,CHER,3,85470,57837,55045,2792,"67,67",SOC-COM-ECO,MICHEL,SAPIN,L'UNION A GAUCHE,27561,UMP,SERGE,VINCON,LA NOUVELLE EQUIPE DU CENTRE,19772,FN,JEAN,VERDON,FRONT NATIONAL POUR LA REGION CENTRE PRESENTEE PAR JEAN-MARIE LE PEN ET CONDUITE PAR JEAN VERDON,7712,,,,,,,,,,,,,,,,,,,,
74,LIMOUSIN,19,CORREZE,1,65097,48479,45156,3323,"74,47",SOC-COM-autreG,J.PAUL,DENANOT,"LIMOUSIN, TERRE VIVANTE",27148,UMP,RAYMOND,ARCHER,LIMOUSIN AUTREMENT,18008,,,,,,,,,,,,,,,,,,,,,,,,,
74,LIMOUSIN,19,CORREZE,2,67463,45690,42185,3505,"67,73",SOC-COM-autreG,J.PAUL,DENANOT,"LIMOUSIN, TERRE VIVANTE",23629,UMP,RAYMOND,ARCHER,LIMOUSIN AUTREMENT,18556,,,,,,,,,,,,,,,,,,,,,,,,,
74,LIMOUSIN,19,CORREZE,3,51947,38528,35922,2606,"74,17",SOC-COM-autreG,J.PAUL,DENANOT,"LIMOUSIN, TERRE VIVANTE",19126,UMP,RAYMOND,ARCHER,LIMOUSIN AUTREMENT,16796,,,,,,,,,,,,,,,,,,,,,,,,,
94,CORSE,2A,CORSE-DU-SUD,1,42135,31622,30714,908,"75,05",COM,DOMINIQUE,BUCCHINI,LA GAUCHE POPULAIRE POUR UNE CORSE CITOYENNE,2094,RDG,EMILE,ZUCCARELLI,POUR LA CORSE DE LA REPUBLIQUE,6225,DVG,SIMON,RENUCCI,LISTE SIMON RENUCCI - ENSEMBLE CHANGEONS D'EPOQUE,4359,DVG,PAUL,GIACOBBI,LA CORSE EN MARCHE,3758,UMP,CAMILLE,DE ROCCA SERRA,RASSEMBLER POUR LA CORSE- CAMILLE DE ROCCA SERRA- ANGE SANTINI,5050,DVD,JOSE,ROSSI,JOSE ROSSI - ANNE-MARIE NATALI - L'UNION TERRITORIALE,3169,REG,EDMOND,SIMEONI,UNIONE NAZIUNALE (UNION NATIONALE) TALAMONI-SIMEONI,6059
94,CORSE,2A,CORSE-DU-SUD,2,46337,34506,33368,1138,"74,47",COM,DOMINIQUE,BUCCHINI,LA GAUCHE POPULAIRE POUR UNE CORSE CITOYENNE,3850,RDG,EMILE,ZUCCARELLI,POUR LA CORSE DE LA REPUBLIQUE,3965,DVG,SIMON,RENUCCI,LISTE SIMON RENUCCI - ENSEMBLE CHANGEONS D'EPOQUE,3352,DVG,PAUL,GIACOBBI,LA CORSE EN MARCHE,2323,UMP,CAMILLE,DE ROCCA SERRA,RASSEMBLER POUR LA CORSE- CAMILLE DE ROCCA SERRA- ANGE SANTINI,10413,DVD,JOSE,ROSSI,JOSE ROSSI - ANNE-MARIE NATALI - L'UNION TERRITORIALE,2934,REG,EDMOND,SIMEONI,UNIONE NAZIUNALE (UNION NATIONALE) TALAMONI-SIMEONI,6531
94,CORSE,2B,HAUTE-CORSE,1,48943,35464,34176,1288,"72,46",COM,DOMINIQUE,BUCCHINI,LA GAUCHE POPULAIRE POUR UNE CORSE CITOYENNE,3467,RDG,EMILE,ZUCCARELLI,POUR LA CORSE DE LA REPUBLIQUE,10016,DVG,SIMON,RENUCCI,LISTE SIMON RENUCCI - ENSEMBLE CHANGEONS D'EPOQUE,1374,DVG,PAUL,GIACOBBI,LA CORSE EN MARCHE,3824,UMP,CAMILLE,DE ROCCA SERRA,RASSEMBLER POUR LA CORSE- CAMILLE DE ROCCA SERRA- ANGE SANTINI,6770,DVD,JOSE,ROSSI,JOSE ROSSI - ANNE-MARIE NATALI - L'UNION TERRITORIALE,3432,REG,EDMOND,SIMEONI,UNIONE NAZIUNALE (UNION NATIONALE) TALAMONI-SIMEONI,5293
94,CORSE,2B,HAUTE-CORSE,2,58110,45001,43946,1055,"77,44",COM,DOMINIQUE,BUCCHINI,LA GAUCHE POPULAIRE POUR UNE CORSE CITOYENNE,2399,RDG,EMILE,ZUCCARELLI,POUR LA CORSE DE LA REPUBLIQUE,6228,DVG,SIMON,RENUCCI,LISTE SIMON RENUCCI - ENSEMBLE CHANGEONS D'EPOQUE,1940,DVG,PAUL,GIACOBBI,LA CORSE EN MARCHE,11657,UMP,CAMILLE,DE ROCCA SERRA,RASSEMBLER POUR LA CORSE- CAMILLE DE ROCCA SERRA- ANGE SANTINI,13394,DVD,JOSE,ROSSI,JOSE ROSSI - ANNE-MARIE NATALI - L'UNION TERRITORIALE,1559,REG,EDMOND,SIMEONI,UNIONE NAZIUNALE (UNION NATIONALE) TALAMONI-SIMEONI,6769
26,BOURGOGNE,21,COTE-D'OR,1,63370,43167,41101,2066,"68,12",SOC-COM-ECO,FRANCOIS,PATRIAT,"LA BOURGOGNE ENSEMBLE, LA BOURGOGNE EN MIEUX - RASSEMBLEMENT DE LA GAUCHE POUR UNE BOURGOGNE REPUBLICAINE SOCIALE ET ECOLOGIQUE PRESENTEE PAR PS PRG LES VERTS PC",22009,UMP,J.PIERRE,SOISSON,100% BOURGOGNE,14288,FN,PIERRE,JABOULET VERCHERRE,FRONT NATIONAL POUR LA BOURGOGNE - LISTE PRESENTEE PAR JEAN-MARIE LE PEN - CONDUITE PAR PIERRE JABOULET-VERCHERRE,4804,,,,,,,,,,,,,,,,,,,,
26,BOURGOGNE,21,COTE-D'OR,2,59206,39385,37409,1976,"66,52",SOC-COM-ECO,FRANCOIS,PATRIAT,"LA BOURGOGNE ENSEMBLE, LA BOURGOGNE EN MIEUX - RASSEMBLEMENT DE LA GAUCHE POUR UNE BOURGOGNE REPUBLICAINE SOCIALE ET ECOLOGIQUE PRESENTEE PAR PS PRG LES VERTS PC",19445,UMP,J.PIERRE,SOISSON,100% BOURGOGNE,12408,FN,PIERRE,JABOULET VERCHERRE,FRONT NATIONAL POUR LA BOURGOGNE - LISTE PRESENTEE PAR JEAN-MARIE LE PEN - CONDUITE PAR PIERRE JABOULET-VERCHERRE,5556,,,,,,,,,,,,,,,,,,,,
26,BOURGOGNE,21,COTE-D'OR,3,63714,41064,39465,1599,"64,45",SOC-COM-ECO,FRANCOIS,PATRIAT,"LA BOURGOGNE ENSEMBLE, LA BOURGOGNE EN MIEUX - RASSEMBLEMENT DE LA GAUCHE POUR UNE BOURGOGNE REPUBLICAINE SOCIALE ET ECOLOGIQUE PRESENTEE PAR PS PRG LES VERTS PC",23347,UMP,J.PIERRE,SOISSON,100% BOURGOGNE,9838,FN,PIERRE,JABOULET VERCHERRE,FRONT NATIONAL POUR LA BOURGOGNE - LISTE PRESENTEE PAR JEAN-MARIE LE PEN - CONDUITE PAR PIERRE JABOULET-VERCHERRE,6280,,,,,,,,,,,,,,,,,,,,
26,BOURGOGNE,21,COTE-D'OR,4,68026,46247,42816,3431,"67,98",SOC-COM-ECO,FRANCOIS,PATRIAT,"LA BOURGOGNE ENSEMBLE, LA BOURGOGNE EN MIEUX - RASSEMBLEMENT DE LA GAUCHE POUR UNE BOURGOGNE REPUBLICAINE SOCIALE ET ECOLOGIQUE PRESENTEE PAR PS PRG LES VERTS PC",22221,UMP,J.PIERRE,SOISSON,100% BOURGOGNE,12743,FN,PIERRE,JABOULET VERCHERRE,FRONT NATIONAL POUR LA BOURGOGNE - LISTE PRESENTEE PAR JEAN-MARIE LE PEN - CONDUITE PAR PIERRE JABOULET-VERCHERRE,7852,,,,,,,,,,,,,,,,,,,,
26,BOURGOGNE,21,COTE-D'OR,5,77992,51927,49274,2653,"66,58",SOC-COM-ECO,FRANCOIS,PATRIAT,"LA BOURGOGNE ENSEMBLE, LA BOURGOGNE EN MIEUX - RASSEMBLEMENT DE LA GAUCHE POUR UNE BOURGOGNE REPUBLICAINE SOCIALE ET ECOLOGIQUE PRESENTEE PAR PS PRG LES VERTS PC",26830,UMP,J.PIERRE,SOISSON,100% BOURGOGNE,14308,FN,PIERRE,JABOULET VERCHERRE,FRONT NATIONAL POUR LA BOURGOGNE - LISTE PRESENTEE PAR JEAN-MARIE LE PEN - CONDUITE PAR PIERRE JABOULET-VERCHERRE,8136,,,,,,,,,,,,,,,,,,,,
53,BRETAGNE,22,COTES-D'ARMOR,1,85002,58219,55911,2308,"68,49",SOC-COM-ECO,JEAN-YVES,LE DRIAN,"BRETAGNE A GAUCHE, BRETAGNE POUR TOUS",35682,UMP,JOSSELIN,DE ROHAN,"FAIRE GAGNER LA BRETAGNE ! LAKAAT BREIZ DAS C'HOUNIT SOUTENUE PAR P MEHAIGNERIE, PDT DU COMITE REGIONAL DE SOUTIEN, DEPUTE UMP",20229,,,,,,,,,,,,,,,,,,,,,,,,,
53,BRETAGNE,22,COTES-D'ARMOR,2,86638,62193,58810,3383,"71,78",SOC-COM-ECO,JEAN-YVES,LE DRIAN,"BRETAGNE A GAUCHE, BRETAGNE POUR TOUS",34801,UMP,JOSSELIN,DE ROHAN,"FAIRE GAGNER LA BRETAGNE ! LAKAAT BREIZ DAS C'HOUNIT SOUTENUE PAR P MEHAIGNERIE, PDT DU COMITE REGIONAL DE SOUTIEN, DEPUTE UMP",24009,,,,,,,,,,,,,,,,,,,,,,,,,
53,BRETAGNE,22,COTES-D'ARMOR,3,83618,60256,57450,2806,"72,06",SOC-COM-ECO,JEAN-YVES,LE DRIAN,"BRETAGNE A GAUCHE, BRETAGNE POUR TOUS",33995,UMP,JOSSELIN,DE ROHAN,"FAIRE GAGNER LA BRETAGNE ! LAKAAT BREIZ DAS C'HOUNIT SOUTENUE PAR P MEHAIGNERIE, PDT DU COMITE REGIONAL DE SOUTIEN, DEPUTE UMP",23455,,,,,,,,,,,,,,,,,,,,,,,,,
53,BRETAGNE,22,COTES-D'ARMOR,4,78756,57113,54538,2575,"72,52",SOC-COM-ECO,JEAN-YVES,LE DRIAN,"BRETAGNE A GAUCHE, BRETAGNE POUR TOUS",36772,UMP,JOSSELIN,DE ROHAN,"FAIRE GAGNER LA BRETAGNE ! LAKAAT BREIZ DAS C'HOUNIT SOUTENUE PAR P MEHAIGNERIE, PDT DU COMITE REGIONAL DE SOUTIEN, DEPUTE UMP",17766,,,,,,,,,,,,,,,,,,,,,,,,,
53,BRETAGNE,22,COTES-D'ARMOR,5,97800,68491,65228,3263,"70,03",SOC-COM-ECO,JEAN-YVES,LE DRIAN,"BRETAGNE A GAUCHE, BRETAGNE POUR TOUS",40341,UMP,JOSSELIN,DE ROHAN,"FAIRE GAGNER LA BRETAGNE ! LAKAAT BREIZ DAS C'HOUNIT SOUTENUE PAR P MEHAIGNERIE, PDT DU COMITE REGIONAL DE SOUTIEN, DEPUTE UMP",24887,,,,,,,,,,,,,,,,,,,,,,,,,
74,LIMOUSIN,23,CREUSE,1,50807,31681,29416,2265,"62,36",SOC-COM-autreG,J.PAUL,DENANOT,"LIMOUSIN, TERRE VIVANTE",19213,UMP,RAYMOND,ARCHER,LIMOUSIN AUTREMENT,10203,,,,,,,,,,,,,,,,,,,,,,,,,
74,LIMOUSIN,23,CREUSE,2,49836,32741,30352,2389,"65,7",SOC-COM-autreG,J.PAUL,DENANOT,"LIMOUSIN, TERRE VIVANTE",16787,UMP,RAYMOND,ARCHER,LIMOUSIN AUTREMENT,13565,,,,,,,,,,,,,,,,,,,,,,,,,
72,AQUITAINE,24,DORDOGNE,1,71668,52254,49706,2548,"72,91",SOC-ECO,ALAIN,ROUSSET,"ALAIN ROUSSET, L'AQUITAINE, AVEC VOUS",28335,UMP,XAVIER,DARCOS,LAQUITAINE EN TETE,16254,FN,JACQUES,COLOMBIER,FRONT NATIONAL POUR L'AQUITAINE LISTE PRESENTEE PAR JEAN MARIE LE PEN,5117,,,,,,,,,,,,,,,,,,,,
72,AQUITAINE,24,DORDOGNE,2,77654,55003,52100,2903,"70,83",SOC-ECO,ALAIN,ROUSSET,"ALAIN ROUSSET, L'AQUITAINE, AVEC VOUS",26774,UMP,XAVIER,DARCOS,LAQUITAINE EN TETE,17763,FN,JACQUES,COLOMBIER,FRONT NATIONAL POUR L'AQUITAINE LISTE PRESENTEE PAR JEAN MARIE LE PEN,7563,,,,,,,,,,,,,,,,,,,,
72,AQUITAINE,24,DORDOGNE,3,69957,54212,50757,3455,"77,49",SOC-ECO,ALAIN,ROUSSET,"ALAIN ROUSSET, L'AQUITAINE, AVEC VOUS",27109,UMP,XAVIER,DARCOS,LAQUITAINE EN TETE,18249,FN,JACQUES,COLOMBIER,FRONT NATIONAL POUR L'AQUITAINE LISTE PRESENTEE PAR JEAN MARIE LE PEN,5399,,,,,,,,,,,,,,,,,,,,
72,AQUITAINE,24,DORDOGNE,4,82688,62128,58626,3502,"75,14",SOC-ECO,ALAIN,ROUSSET,"ALAIN ROUSSET, L'AQUITAINE, AVEC VOUS",32971,UMP,XAVIER,DARCOS,LAQUITAINE EN TETE,19750,FN,JACQUES,COLOMBIER,FRONT NATIONAL POUR L'AQUITAINE LISTE PRESENTEE PAR JEAN MARIE LE PEN,5905,,,,,,,,,,,,,,,,,,,,
