Code département,département,circonscription,Inscrits,Votants,Exprimés,Blancs et nuls,Taux de participation (%),1 Sexe candidat,1 Nom candidat,1 Prénom candidat,1 Etiquette liste,1 nuance,1 voix,1 Accès second tour,2 Sexe candidat,2 Nom candidat,2 Prénom candidat,2 Etiquette liste,2 nuance,2 voix,2 Accès second tour,3 Sexe candidat,3 Nom candidat,3 Prénom candidat,3 Etiquette liste,3 nuance,3 voix,3 Accès second tour,4 Sexe candidat,4 Nom candidat,4 Prénom candidat,4 Etiquette liste,4 nuance,4 voix,4 Accès second tour,5 Sexe candidat,5 Nom candidat,5 Prénom candidat,5 Etiquette liste,5 nuance,5 voix,5 Accès second tour,6 Sexe candidat,6 Nom candidat,6 Prénom candidat,6 Etiquette liste,6 nuance,6 voix,6 Accès second tour,7 Sexe candidat,7 Nom candidat,7 Prénom candidat,7 Etiquette liste,7 nuance,7 voix,7 Accès second tour,8 Sexe candidat,8 Nom candidat,8 Prénom candidat,8 Etiquette liste,8 nuance,8 voix,8 Accès second tour,9 Sexe candidat,9 Nom candidat,9 Prénom candidat,9 Etiquette liste,9 nuance,9 voix,9 Accès second tour,10 Sexe candidat,10 Nom candidat,10 Prénom candidat,10 Etiquette liste,10 nuance,10 voix,10 Accès second tour,11 Sexe candidat,11 Nom candidat,11 Prénom candidat,11 Etiquette liste,11 nuance,11 voix,11 Accès second tour,12 Sexe candidat,12 Nom candidat,12 Prénom candidat,12 Etiquette liste,12 nuance,12 voix,12 Accès second tour,13 Sexe candidat,13 Nom candidat,13 Prénom candidat,13 Etiquette liste,13 nuance,13 voix,13 Accès second tour,14 Sexe candidat,14 Nom candidat,14 Prénom candidat,14 Etiquette liste,14 nuance,14 voix,14 Accès second tour,15 Sexe candidat,15 Nom candidat,15 Prénom candidat,15 Etiquette liste,15 nuance,15 voix,15 Accès second tour,16 Sexe candidat,16 Nom candidat,16 Prénom candidat,16 Etiquette liste,16 nuance,16 voix,16 Accès second tour,17 Sexe candidat,17 Nom candidat,17 Prénom candidat,17 Etiquette liste,17 nuance,17 voix,17 Accès second tour,18 Sexe candidat,18 Nom candidat,18 Prénom candidat,18 Etiquette liste,18 nuance,18 voix,18 Accès second tour,19 Sexe candidat,19 Nom candidat,19 Prénom candidat,19 Etiquette liste,19 nuance,19 voix,19 Accès second tour,20 Sexe candidat,20 Nom candidat,20 Prénom candidat,20 Etiquette liste,20 nuance,20 voix,20 Accès second tour,20 Pourcentage aux exprimés
3,ALLIER,2,66362,42110,41159,951,"63,45%",M,MORET,JEAN-PAUL,PARTI DES TRAVAILLEURS,EXG,138,N,F,DREYFUS,VERONIQUE,LUTTE OUVRIERE,EXG,346,N,M,NGUYEN,CHRISTIAN,LIGUE COMMUNISTE REVOLUTIONNAIRE,EXG,516,N,M,RAYNAUD,MICHEL,COMMUNISTES,EXG,325,N,F,SCHURCH,MIREILLE,PARTI COMMUNISTE FRANCAIS,COM,8091,N,M,LESTERLIN,BERNARD,PARTI SOCIALISTE,SOC,10481,O,F,AUBERT-DASSE,CLAUDY,LES VERTS,ECO,587,N,F,CORNET,MONIQUE,MOUVEMENT ECOLOGISTE INDEPENDANT,ECO,308,N,M,LEGOUTIERE,PIERRE-ANTOINE,UDF - MOUVEMENT DEMOCRATE,MODEM,1752,N,M,DUGLERY,DANIEL,UNION POUR UN MOUVEMENT POPULAIRE,UMP,16837,O,F,NICOD,MARIE-THERESE,MOUVEMENT POUR LA FRANCE,DVD,310,N,F,FALCON,AGNES,FRONT NATIONAL,FRN,965,N,M,ALBERT,MICHEL,CHASSE PECHE NATURE TRADITIONS,DIV,368,N,M,VITTI,GEORGES,SANS ETIQUETTE,DIV,0,N,F,LAZAREVIC,VESNA,LA FRANCE EN ACTION,DIV,135,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,ALLIER,3,70737,46393,45149,1244,"65,59%",M,LEBEL,BERNARD,LUTTE OUVRIERE,EXG,482,N,F,GAILLARDON,FRANCOISE,LIGUE COMMUNISTE REVOLUTIONNAIRE,EXG,659,N,M,BIDET,DOMINIQUE,PARTI COMMUNISTE FRANCAIS,COM,8299,N,M,MALLOT,JEAN,PARTI SOCIALISTE,SOC,10568,O,F,CHAMBEAU,ANNE-MARIE,LES VERTS,ECO,719,N,F,DERIS-TARGON,VERONIQUE,MOUVEMENT ECOLOGISTE INDEPENDANT,ECO,330,N,M,GUILLAUMIN,GERARD-PIERRE,LE TREFLE - LES NOUVEAUX ECOLOGISTES,ECO,433,N,M,JOLY,CLAUDE,UDF - MOUVEMENT DEMOCRATE,MODEM,2548,N,M,SIMON,YVES,UNION POUR UN MOUVEMENT POPULAIRE,UMP,18000,O,M,BOYER,MARC,MOUVEMENT POUR LA FRANCE,DVD,1162,N,M,BAUDRILLER,JEAN-LOUIS,FRONT NATIONAL,FRN,1677,N,M,CASTANIER,CHARLES,SANS ETIQUETTE,DIV,0,N,F,MARNAY,MIREILLE,LA FRANCE EN ACTION,DIV,272,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,ALLIER,4,64844,40793,40122,671,"62,91%",F,ROCHE,MONIQUE,LUTTE OUVRIERE,EXG,158,N,M,VACHERON,THOMAS,LIGUE COMMUNISTE REVOLUTIONNAIRE,EXG,655,N,F,SEMET,PASCALE,PARTI COMMUNISTE FRANCAIS,COM,1899,N,M,CHARASSE,GERARD,PARTI RADICAL DE GAUCHE (SOUTIEN PS),PRG,15729,O,M,RONDEPIERRE,DANIEL,LES VERTS,ECO,861,N,M,PEYRON,ALBERT,LE TREFLE - LES NOUVEAUX ECOLOGISTES,ECO,327,N,F,BEGE,SOPHIE,UDF - MOUVEMENT DEMOCRATE,MODEM,2000,N,M,MALHURET,CLAUDE,UNION POUR UN MOUVEMENT POPULAIRE,UMP,16148,O,M,DE PORTEBANE,MARC-CLAUDE,UNION RADICALE RENOUVEAU BOURBONNAIS,DVD,1,N,M,MAYADOUX,JACQUES,MOUVEMENT POUR LA FRANCE,DVD,461,N,M,DE CONDE,LOUIS,FRONT NATIONAL,FRN,1622,N,F,PICOULEAU,NADINE,CHASSE PECHE NATURE TRADITIONS,DIV,261,N,M,VITTI,LOUIS,SANS ETIQUETTE,DIV,0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,ALPES-DE-HAUTE-PROVENCE,1,58493,38951,38197,754,"66,59%",M,JEANSELME,BERNARD,PARTI DES TRAVAILLEURS,EXG,165,N,F,ALONSO,CAROLINE,LUTTE OUVRIERE,EXG,251,N,F,LAFON,VENISE,LIGUE COMMUNISTE REVOLUTIONNAIRE,EXG,856,N,F,HERNANDEZ,AURORE,PARTI COMMUNISTE FRANCAIS,COM,1304,N,M,BIANCO,JEAN-LOUIS,PARTI SOCIALISTE,SOC,13902,O,F,VALLON,MARTINE,LES VERTS,ECO,1272,N,F,LORENZELLI,MARIE-FRANCE,GENERATION ECOLOGIE,ECO,397,N,F,TEBAR,JOELLE,UDF-MOUVEMENT DEMOCRATE,MODEM,1841,N,F,BARREILLE,ELIANE,UNION POUR UN MOUVEMENT POPULAIRE,UMP,14745,O,M,CHUISANO,NOEL,DEBOUT LA REPUBLIQUE,DVD,109,N,M,SILVY,JEAN-CLAUDE,MOUVEMENT POUR LA FRANCE,DVD,543,N,F,JOUZIER-BERGES,MIREILLE,FRONT NATIONAL,FRN,1600,N,F,PANISSE,MICHELINE,MOUVEMENT NATIONAL REPUBLICAIN,EXD,260,N,F,DANIEL,MONIQUE,CHASSE PECHE NATURE TRADITIONS,DIV,716,N,M,MILANOVIC,JEAN,SANS ETIQUETTE,DIV,83,N,F,PIECHOTA,CATHERINE,LA FRANCE EN ACTION,DIV,153,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,ALPES-DE-HAUTE-PROVENCE,2,60866,40132,39461,671,"65,94%",M,SENES,CLAUDE,PARTI DES TRAVAILLEURS,EXG,156,N,M,ILLY,MAX,LUTTE OUVRIERE,EXG,176,N,F,DENKO,KARINE,LIGUE COMMUNISTE REVOLUTIONNAIRE,EXG,825,N,M,CAUVIN,JEAN-CLAUDE,PARTI COMMUNISTE FRANCAIS,COM,1789,N,M,CASTANER,CHRISTOPHE,PARTI SOCIALISTE,SOC,11232,O,M,GARNON,PATRICK,LES VERTS,ECO,1125,N,F,RAPHEL,VERONIQUE,GENERATION ECOLOGIE,ECO,385,N,F,VERSCHUEREN,ISABELLE,UDF - MOUVEMENT DEMOCRATE,MODEM,2269,N,M,SPAGNOU,DANIEL,UNION POUR UN MOUVEMENT POPULAIRE,UMP,18249,O,F,DOUZON,JEANNINE,MOUVEMENT POUR LA FRANCE,DVD,426,N,F,D'ORNANO,MIREILLE,FRONT NATIONAL,FRN,1702,N,F,CHASSAING,MICHELE,MOUVEMENT NATIONAL REPUBLICAIN,EXD,178,N,M,RAVERA,GILLES,CHASSE PECHE NATURE TRADITIONS,DIV,629,N,M,DEJASMIN,XAVIER,LA FRANCE EN ACTION,DIV,320,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,HAUTES-ALPES,1,57650,37776,37017,759,"65,53%",F,THOMAS,ELISABETH,LUTTE OUVRIERE,EXG,306,N,M,EYRAUD,JEAN-CLAUDE,DIVERS GAUCHE,EXG,3434,N,F,BERGER,KARINE,PARTI SOCIALISTE,SOC,7972,O,M,TARBOURIECH,MARIE,LES VERTS,ECO,1269,N,F,SCHWENDEMANN,MARCELLE,MOUVEMENT ECOLOGISTE INDEPENDANT,ECO,359,N,M,DUPRE,DENIS,SANS ETIQUETTE,ECO,135,N,M,ARNAUD,JEAN-MICHEL,UDF - MOUVEMENT DEMOCRATE,MODEM,6244,N,F,MARTINEZ,HENRIETTE,UNION POUR UN MOUVEMENT POPULAIRE,UMP,14736,O,F,FAURE,COLETTE,MOUVEMENT POUR LA FRANCE,DVD,339,N,F,LELIEVRE,MARTINE,FRONT NATIONAL,FRN,1093,N,F,LEFORESTIER,AURORE,MOUVEMENT NATIONAL REPUBLICAIN,EXD,142,N,M,FAURE,PATRICK,CHASSE PECHE NATURE TRADITIONS,DIV,682,N,M,DAUDON,JACQUES,RASSEMBLEMENT POUR INITIATIVE CITOYENNE,DIV,57,N,F,KRIEF,BRIGITTE,LA FRANCE EN ACTION,DIV,249,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,HAUTES-ALPES,2,45853,31025,30530,495,"67,66%",M,SAUGE,GERARD,LUTTE OUVRIERE,EXG,134,N,M,CHABOY,VINCENT,LIGUE COMMUNISTE REVOLUTIONNAIRE,EXG,517,N,M,SCHULLER,CHRISTIAN,RASSEMBLEMENT DE LA GAUCHE ANTILIBERALE,COM,618,N,M,GIRAUD,JOEL,PARTI RADICAL DE GAUCHE,PRG,11248,O,M,LEROY,PIERRE,LES VERTS,ECO,1238,N,M,GOLLION,JACQUES,GENERATION ECOLOGIE,ECO,151,N,F,EYMEOUD,CHANTAL,UDF - MOUVEMENT DEMOCRATE,MODEM,4327,N,M,BAYROU,ALAIN,UNION POUR UN MOUVEMENT POPULAIRE,UMP,10666,O,M,BOBIN,CLAUDE,MOUVEMENT POUR LA FRANCE,DVD,197,N,M,PELLION,MICHEL LOUIS,FRONT NATIONAL,FRN,667,N,M,BOUTEILLE,JEAN-PIERRE,MOUVEMENT NATIONAL REPUBLICAIN,EXD,83,N,M,GARCIA,ANDRE,CHASSE PECHE NATURE TRADITIONS,DIV,450,N,F,PERRIN ,MONIQUE,LA FRANCE EN ACTION,DIV,234,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,ALPES-MARITIMES,1,58304,34087,33701,386,"58,46%",F,BENKEMOUN,AGNES,LUTTE OUVRIERE,EXG,142,N,F,GOMEZ,AMBRE,GAUCHE ALTERNATIVE 2007,EXG,265,N,M,RICERCHI,CHRISTOPHE,COMMUNISTES,EXG,292,N,M,INJEY,ROBERT,RASSEMBLEMENT GAUCHE POP PCF,COM,1062,N,M,ALLEMAND,PATRICK,PARTI SOCIALISTE,SOC,7870,O,F,FERRIERE,MOUNIA,LES VERTS,ECO,474,N,M,FRANCOIS,MICHEL,MOUVEMENT ECOLOGISTE INDEPENDANT,ECO,404,N,M,CAEL,HERVE,UDF-MOUVEMENT DEMOCRATE,MODEM,1530,N,M,CIOTTI,ERIC,UNION POUR UN MOUVEMENT POPULAIRE,UMP,15017,O,F,LISBONA,DANIELLE,SANS ETIQUETTE,DVD,332,N,M,RIVIERE,JEROME,UNION POUR LA MAJORITE PRESIDENTIELLE,DVD,3315,N,M,FRANCOIS,REMY,FRONT NATIONAL,FRN,1977,N,M,VARDON,PHILIPPE,CANDIDAT IDENTITAIRE NISSA REBELA,EXD,773,N,M,GOVERNATORI,JEAN-MARC,LA FRANCE EN ACTION,DIV,248,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,ALPES-MARITIMES,2,62011,35594,35214,380,"57,4%",M,MARKIEL,JOSEPH,LUTTE OUVRIERE,EXG,95,N,F,TIECHE,FANNY,LIGUE COMMUNISTE REVOLUTIONNAIRE,EXG,445,N,M,PISONI,JEAN-PIERRE,COMMUNISTES,EXG,197,N,F,GIMENO,DANIELE,RASSEMBLEMENT GAUCHE POP PCF,COM,707,N,F,BOY-MOTTARD,DOMINIQUE,PARTI SOCIALISTE,SOC,7482,N,F,KHAN,RACHEL,LES VERTS,ECO,682,N,M,LEBOUCHER,JACQUES,MOUVEMENT HOMMES-ANIMAUX-NATURE : MHAN,ECO,354,N,F,LACROIX,CELINE,UDF - MOUVEMENT DEMOCRATE,MODEM,1955,N,F,MARLAND-MILITELLO,MURIEL,UNION POUR UN MOUVEMENT POPULAIRE,UMP,19113,N,M,RIGOLAT,JOEL,DEBOUT LA REPUBLIQUE,DVD,85,N,F,MARTINAUX,JOELLE,MOUVEMENT POUR LA FRANCE,DVD,676,N,F,PELLERO,PATRICA,FRONT NATIONAL,FRN,2320,N,M,LOEUILLET,BENOIT,CANDIDAT IDENTITAIRE NISSA REBELA,EXD,938,N,M,ALAUZET,STEPHANE,LA FRANCE EN ACTION,DIV,165,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,ALPES-MARITIMES,3,70019,39368,38493,875,"56,22%",F,PEREIRA,MARIE-JOSEE,LUTTE OUVRIERE,EXG,185,N,M,DELLA SUDDA,BRUNO,GAUCHE ALTERNATIVE 2007,EXG,507,N,M,BACINO,LAURENT,COMMUNISTES,EXG,247,N,F,MOUTON,ADELINE,GAUCHE POPULAIRE ET ANTILIBERALE SOUTENUE PAR PCF,COM,1447,N,F,JOMAT,ELODIE,PARTI RADICAL DE GAUCHE (SOUTIEN PS),PRG,7372,N,M,GAECHTER,REMI,LES VERTS,ECO,786,N,M,GARDIEN,SERGE,LE TREFLE - LES NOUVEAUX ECOLOGISTES,ECO,425,N,M,SALLES,RUDY,PARTI SOCIAL LIBERAL EUROPEEN,PSLE,21805,N,M,ARGENTIERI,PIERRE,MOUVEMENT POUR LA FRANCE,DVD,790,N,M,PIGLI,GILBERT,FRONT NATIONAL,FRN,2998,N,M,BAELE,JEAN-MARIE,"MNR - CONTRE L'IMMIGRATION-ISLAMISATION, L'INSECURITE",EXD,328,N,F,MARCHAND,MYRIAM,CANDIDAT IDENTITAIRE NISSA REBELA,EXD,963,N,F,AOUASSI,NADIA,NON COMMUNIQUE,DIV,288,N,M,GUEZ,ELIE,LA FRANCE EN ACTION,DIV,352,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,ALPES-MARITIMES,4,73676,42447,41677,770,"57,61%",M,BARILLOT,XAVIER,LUTTE OUVRIERE,EXG,184,N,M,FERRUCCIO,PATRICK,LIGUE COMMUNISTE REVOLUTIONNAIRE,EXG,749,N,F,HOURTIC,BRIGITTE,GAUCHE POPULAIRE ET ANTILIBERALE SOUTENUE PAR PCF,COM,2044,N,F,GERARD,PASCALE,PARTI SOCIALISTE,SOC,5688,N,F,BORGHI-GASTAUT,MICHELE,MOUVEMENT REPUBLICAIN ET CITOYEN,DVG,135,N,M,HERVE,ALAIN,LES VERTS,ECO,984,N,F,BACCELLI,MONIQUE,GENERATION ECOLOGIE,ECO,447,N,M,BRIAND,PHILIPPE,UDF-MOUVEMENT DEMOCRATE,MODEM,2275,N,M,GUIBAL,JEAN-CLAUDE,UNION POUR UN MOUVEMENT POPULAIRE,UMP,24797,N,F,GAIGNAIRE,NEDJIA,MOUVEMENT POUR LA FRANCE,DVD,375,N,F,MATHIEU,MONIQUE,FRONT NATIONAL,FRN,3552,N,F,PEREZ,LAETITIA,MOUVEMENT NATIONAL REPUBLICAIN,EXD,248,N,M,FIORESE,RENE,LA FRANCE EN ACTION,DIV,199,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,ALPES-MARITIMES,5,86809,54907,54231,676,"63,25%",F,BARTOLI,DANIELE,LUTTE OUVRIERE,EXG,240,N,F,GACEM,PASCALE,LIGUE COMMUNISTE REVOLUTIONNAIRE,EXG,710,N,M,TUJAGUE,FRANCIS,PARTI COMMUNISTE FRANCAIS,COM,3959,N,M,CUTURELLO,PAUL,PARTI SOCIALISTE,SOC,8560,N,F,THIEMONGE,JEANNINE,LES VERTS,ECO,754,N,M,HVIDSTEN,AXEL,MOUVEMENT ECOLOGISTE INDEPENDANT,ECO,344,N,M,GABRY,SERGE,LE TREFLE - LES NOUVEAUX ECOLOGISTES,ECO,335,N,F,LAMBERT,KARINE,UDF - MOUVEMENT DEMOCRATE,MODEM,2002,N,M,ESTROSI,CHRISTIAN,UNION POUR UN MOUVEMENT POPULAIRE,UMP,32580,N,M,LIGONIE,BRUNO,FRONT NATIONAL,FRN,2846,N,F,BAELE,ROSE MARIE,MOUVEMENT NATIONAL REPUBLICAIN,EXD,242,N,M,PLAQUEVENT,PIERRE-ANTOINE,CANDIDAT IDENTITAIRE NISSA REBELA,EXD,1195,N,M,REMOND,JEAN-JACQUES,CHASSE PECHE NATURE TRADITIONS,DIV,241,N,M,ABITBOL,MICHAEL,LA FRANCE EN ACTION,DIV,223,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,ALPES-MARITIMES,6,107076,65126,64263,863,"60,82%",M,BOUILLEAUX,ALAIN,LUTTE OUVRIERE,EXG,312,N,F,DUBOIS,ANNE-MARIE,GAUCHE ALTERNATIVE 2007,EXG,505,N,F,PAULUS,MICHELLE,COMMUNISTES,EXG,293,N,F,NATIVI,MARTINE,PCF GAUCHE ANTILIBERALE,COM,1515,N,M,DAMIANI,ANTOINE,PARTI SOCIALISTE,SOC,9721,N,F,FAGUER,JOELLE,LES VERTS,ECO,1294,N,M,OLLIVIER,JEAN-YVES,MOUVEMENT ECOLOGISTE INDEPENDANT,ECO,1000,N,M,DOMBREVAL,LOIC,UDF MOUVEMENT DEMOCRATE,MODEM,4305,N,M,LUCA,LIONNEL,UNION POUR UN MOUVEMENT POPULAIRE,UMP,40576,N,F,LARTIGUE,MONIQUE,FRONT NATIONAL,FRN,3853,N,F,CHARRAC,MARTINE,MOUVEMENT NATIONAL REPUBLICAIN,EXD,415,N,F,BRUNIER,MARIE-FRANCE,CHASSE PECHE NATURE TRADITIONS,DIV,242,N,F,VIARD,BEATRIX,LA FRANCE EN ACTION,DIV,232,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,ALPES-MARITIMES,7,98611,59043,58265,778,"59,87%",M,PETARD,CHRISTIAN,LUTTE OUVRIERE,EXG,383,N,M,PIEL,GERARD,PARTI COMMUNISTE FRANCAIS,COM,3628,N,F,CHAIB,NORIA,PARTI SOCIALISTE,SOC,5619,N,M,MUSSI,PHILIPPE,LES VERTS,ECO,1718,N,F,CURTET,CARINE,MOUVEMENT ECOLOGISTE INDEPENDANT,ECO,702,N,F,MADEC-VERCNOCKE,EDWIGE,UDF - MOUVEMENT DEMOCRATE,MODEM,4390,N,M,LEONETTI,JEAN,UNION POUR UN MOUVEMENT POPULAIRE,UMP,37281,N,M,FOCACHON,ISIDORE,FRONT NATIONAL,FRN,3282,N,F,LLORENS,MUGUETTE,MOUVEMENT NATIONAL REPUBLICAIN,EXD,390,N,M,COTTE,MAURICE,DEMOCRATIE ECONOMIQUE ET SOCIALE,DIV,399,N,F,KRETCHMANN,NICOLE,LA FRANCE EN ACTION,DIV,473,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,ALPES-MARITIMES,8,67697,40625,40099,526,"60,01%",M,CYVOCT,HENRI,LUTTE OUVRIERE,EXG,186,N,F,ROLLY,SYLVIE,PARTI COMMUNISTE FRANCAIS,COM,619,N,F,CRAPIZ,APOLLINE,PARTI SOCIALISTE,SOC,4776,N,M,NUSSLE,LIONEL,LES VERTS,ECO,563,N,M,VILLON,JEAN-PIERRE,MOUVEMENT ECOLOGISTE INDEPENDANT,ECO,465,N,M,LAFARGUE,PATRICK,UDF - MOUVEMENT DEMOCRATE,MODEM,2287,N,M,BROCHAND,BERNARD,UNION POUR UN MOUVEMENT POPULAIRE,UMP,17081,O,M,LEROY,HENRI,MAJORITE PRESIDENTIELLE,DVD,11189,O,F,SCHENARDI,LYDIA,FRONT NATIONAL,FRN,2515,N,M,VINCENT-VIRY,HENRI,MOUVEMENT NATIONAL REPUBLICAIN,EXD,202,N,M,BRUN,MICHEL,HORS PARTI POLITIQUE,DIV,93,N,F,BARBARIN,GINETTE,LA FRANCE EN ACTION,DIV,123,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,ALPES-MARITIMES,9,106458,66617,65913,704,"62,58%",F,PUTZOLU,NADIA,LUTTE OUVRIERE,EXG,273,N,M,MARCHIVE,FRANCOIS,LIGUE COMMUNISTE REVOLUTIONNAIRE,EXG,774,N,M,ASCHIERI,ANDRE,ECOLOGISTE - DIVERS GAUCHE,ECO,24719,N,M,DUCREUX,PASCAL,LE TREFLE - LES NOUVEAUX ECOLOGISTES,ECO,781,N,F,TABAROT,MICHELE,UNION POUR UN MOUVEMENT POPULAIRE,UMP,35021,N,M,DEBONNET,HUGO,MOUVEMENT POUR LA FRANCE,DVD,458,N,M,DEGIOANNI,JEAN-MARC,FRONT NATIONAL,FRN,2988,N,F,DE JOUVANCOURT,JOHANNE,MOUVEMENT NATIONAL REPUBLICAIN,EXD,285,N,M,MASSA,MAURICE,CHASSE PECHE NATURE TRADITIONS,DIV,316,N,F,ARRII,BEATRIX,LA FRANCE EN ACTION,DIV,298,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,ARDECHE,1,73760,47402,46671,731,"64,27%",M,PRADA,CHRISTIAN,LUTTE OUVRIERE,EXG,228,N,F,MOULAIN,CECILE,LIGUE COMMUNISTE REVOLUTIONNAIRE,EXG,1064,N,M,COTTA,ROBERT,PARTI COMMUNISTE FRANCAIS,COM,2811,N,M,TERRASSE,PASCAL,PARTI SOCIALISTE,SOC,20268,O,F,NOILLY,YVETTE,LES VERTS,ECO,1052,N,M,IMBERT,JEAN-YVES,UDF - MOUVEMENT DEMOCRATE,MODEM,2316,N,F,COTTA,RACHEL,UNION POUR UN MOUVEMENT POPULAIRE,UMP,13971,O,M,LAVIS,CHRISTIAN,PARTI SOCIAL LIBERAL EUROPEEN,PSLE,1363,N,F,LE TOUX,NADEGE,MOUVEMENT POUR LA FRANCE,DVD,363,N,F,BERTHEAS,CHRISTIANE,FRONT NATIONAL,FRN,1901,N,F,BROTTES,MARJORIE,CHASSE PECHE NATURE TRADITIONS,DIV,914,N,F,ALIROL,ANNE,PARTI OCCITAN,DIV,114,N,F,LE GORGEU ,MARIE-ODILE,SANS ETIQUETTE,DIV,1,N,M,BAS,GILLES,LA FRANCE EN ACTION,DIV,305,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,ARDECHE,2,88921,55389,54357,1032,"62,29%",F,CAUVIN,BEATRICE,LUTTE OUVRIERE,EXG,443,N,F,GORISSE,ODETTE,LIGUE COMMUNISTE REVOLUTIONNAIRE,EXG,1365,N,M,FANTINI,JEAN,PARTI COMMUNISTE FRANCAIS,COM,1909,N,M,DUSSOPT,OLIVIER,PARTI SOCIALISTE,SOC,14186,O,M,MOURGUES,JEAN-CLAUDE,LES VERTS,ECO,1857,N,F,INGLESE,BRIGITTE,LE TREFLE - LES NOUVEAUX ECOLOGISTES,ECO,641,N,M,CHAMBON,DOMINIQUE,UDF - MOUVEMENT DEMOCRATE,MODEM,4793,N,M,WEBER,GERARD,UNION POUR UN MOUVEMENT POPULAIRE,UMP,15964,O,M,DUBAY,JACQUES,DIVERS DROITE- MAJORITE PRESIDENTIELLE,DVD,9171,N,M,FRACHON,CHRISTOPHE,MOUVEMENT POUR LA FRANCE,DVD,585,N,M,RICHARD,CLAUDE,FRONT NATIONAL,FRN,2021,N,M,ROUBY,MICHEL,MOUVEMENT NATIONAL REPUBLICAIN,EXD,316,N,F,FAURE,VERONIQUE,CHASSE PECHE NATURE TRADITIONS,DIV,761,N,M,SCHOUN,PATRICK,LA FRANCE EN ACTION,DIV,345,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,ARDECHE,3,73240,48480,47675,805,"66,19%",F,LARGERON,COLETTE,LUTTE OUVRIERE,EXG,254,N,M,ROMET,DANIEL,GAUCHE ALTERNATIVE 2007,EXG,882,N,M,KINDO,YANN,LIGUE COMMUNISTE REVOLUTIONNAIRE,EXG,1417,N,F,PONTON,MIREILLE,PARTI COMMUNISTE FRANCAIS,COM,1999,N,F,LOUIS,VERONIQUE,PARTI SOCIALISTE,SOC,8811,O,M,ALAIZE,STEPHANE,SANS ETIQUETTE,DVG,3952,N,M,ARNOU,ERIC,LES VERTS,ECO,1628,N,M,DEHO,JEAN-PIERRE,SANS ETIQUETTE,ECO,444,N,M,SURREL,JOSEPH,UDF - MOUVEMENT DEMOCRATE,MODEM,2359,N,M,FLORY,JEAN-CLAUDE,UNION POUR UN MOUVEMENT POPULAIRE,UMP,22370,O,F,FINOT,MARIE-PAULE,MOUVEMENT POUR LA FRANCE,DVD,342,N,F,LAURENT,SUZANNE,FRONT NATIONAL,FRN,1448,N,F,ELVIRA,SANDRINE,MOUVEMENT NATIONAL REPUBLICAIN,EXD,188,N,M,BROTTES,BERNARD,CHASSE PECHE NATURE TRADITIONS,DIV,1178,N,F,BEN LAHOUSSINE,SANDRINE,LA FRANCE EN ACTION,DIV,403,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
